Hudud nomi;MFYlar nomi;District_id
;;
Farg‘ona shahar;Oybek;1
Farg‘ona shahar;Ma’rifat;1
Farg‘ona shahar;Furqat;1
Farg‘ona shahar;Simtepa;1
Farg‘ona shahar;Baxor;1
Farg‘ona shahar;Navro‘z;1
Farg‘ona shahar;Mash’al;1
Farg‘ona shahar;Yoshlar;1
Farg‘ona shahar;Yangi yo‘l;1
Farg‘ona shahar;Mirzo Ulug‘bek;1
Farg‘ona shahar;Farg‘ona;1
Farg‘ona shahar;Soy bo‘yi;1
Farg‘ona shahar;S.Temur;1
Farg‘ona shahar;A.Navoiy;1
Farg‘ona shahar;Gulzor;1
Farg‘ona shahar;Do‘stlik;1
Farg‘ona shahar;Sh.Rashidov;1
Farg‘ona shahar;Beglar;1
Farg‘ona shahar;Qirguli;1
Farg‘ona shahar;Sovurbuloq;1
Farg‘ona shahar;Jo‘ydam;1
Farg‘ona shahar;Yormozor;1
Farg‘ona shahar;Ipak yo‘li;1
Farg‘ona shahar;Shodlik;1
Farg‘ona shahar;Sharshara;1
Farg‘ona shahar;Oqariq;1
Farg‘ona shahar;Shodiyona;1
Farg‘ona shahar;Tinchlik;1
Farg‘ona shahar;Mustaqillik;1
Farg‘ona shahar;Beshbola;1
Farg‘ona shahar;Xo‘jamag‘iz;1
Farg‘ona shahar;Surxtepa;1
Farg‘ona shahar;Nafosat;1
Farg‘ona shahar;Soxibkor;1
Farg‘ona shahar;Afrosiyob;1
Farg‘ona shahar;O‘rmonchilar;1
Farg‘ona shahar;Oqariqobod;1
Farg‘ona shahar;Yangisoy;1
Farg‘ona shahar;Guliston;1
Farg‘ona shahar;Bo‘ston;1
Farg‘ona shahar;Istiqlol;1
Farg‘ona shahar;Bobur;1
Farg‘ona shahar;A.Qodiriy;1
Farg‘ona shahar;Lolazor;1
Farg‘ona shahar;Al-Xorazmiy;1
Farg‘ona shahar;A.Jomiy;1
Farg‘ona shahar;O‘zbekiston;1
Farg‘ona shahar;Madadkor;1
Farg‘ona shahar;To‘qimachilar;1
Farg‘ona shahar;Zarbdor;1
Farg‘ona shahar;1-Beshbola;1
Farg‘ona shahar;Ibn Sino;1
Farg‘ona shahar;Madaniyat;1
Farg‘ona shahar;Istiqbol;1
Farg‘ona shahar;Barkamol;1
Farg‘ona shahar;Kimyogar;1
Farg‘ona shahar;Mexribonlik;1
Farg‘ona shahar;Xuvaydo;1
Farg‘ona shahar;Navboxor;1
Farg‘ona shahar;Yulduz;1
Farg‘ona shahar;Beruniy;1
Farg‘ona shahar;Tabassum;1
Farg‘ona shahar;Xamkorlik;1
Farg‘ona shahar;Muruvvat;1
Farg‘ona shahar;Al-Farg‘oniy;1
Farg‘ona shahar;Ibrat;1
Farg‘ona shahar;Nodirabegim;1
Farg‘ona shahar;Parvoz;1
Farg‘ona shahar;Iftixor;1
Farg‘ona shahar;Shakarqishloq;1
Farg‘ona shahar;O‘rta sho‘ra;1
Farg‘ona shahar;Ilg‘or;1
Farg‘ona shahar;Chek-sho‘ra;1
Qo‘qon shahar;Shaldiramoq;2
Qo‘qon shahar;Vaqf Chorsu;2
Qo‘qon shahar;To‘g‘onboshi;2
Qo‘qon shahar;Yalong‘och ota;2
Qo‘qon shahar;Yangi chorsu;2
Qo‘qon shahar;Qalandarxona;2
Qo‘qon shahar;Yog‘ bozori;2
Qo‘qon shahar;Charxini ko‘prigi;2
Qo‘qon shahar;Noib ko‘prigi;2
Qo‘qon shahar;Qaymoqli guzar;2
Qo‘qon shahar;Kalvak;2
Qo‘qon shahar;Nonvoylik guzar;2
Qo‘qon shahar;Gʻisht ko‘prik;2
Qo‘qon shahar;Gʻalchasoy;2
Qo‘qon shahar;Parpashabof;2
Qo‘qon shahar;Artizon bo‘yi;2
Qo‘qon shahar;Gʻoziyog‘lik;2
Qo‘qon shahar;Achchikko‘l;2
Qo‘qon shahar;Chorchinor;2
Qo‘qon shahar;Qipchoqariq;2
Qo‘qon shahar;Islomobod;2
Qo‘qon shahar;Qo‘sh chinor;2
Qo‘qon shahar;Aziztepa;2
Qo‘qon shahar;Galabaqqollik;2
Qo‘qon shahar;To‘xlimergan;2
Qo‘qon shahar;Nurafshon;2
Qo‘qon shahar;Urganjibog‘;2
Qo‘qon shahar;At-Termiziy;2
Qo‘qon shahar;Avg‘onbog‘;2
Qo‘qon shahar;Ashurali Zoxiriy;2
Qo‘qon shahar;O‘rmonbog‘;2
Qo‘qon shahar;Rayxon;2
Qo‘qon shahar;Mustaqillik;2
Qo‘qon shahar;Zilol;2
Qo‘qon shahar;Yangi obod;2
Qo‘qon shahar;Bo‘ston;2
Qo‘qon shahar;Shirin;2
Qo‘qon shahar;Istiqbol;2
Qo‘qon shahar;Navro‘z;2
Qo‘qon shahar;Do‘stlik;2
Qo‘qon shahar;Oltin vodiy;2
Qo‘qon shahar;Muqumiy;2
Qo‘qon shahar;Shikorbegi;2
Qo‘qon shahar;Saodat;2
Qo‘qon shahar;Uzumzor;2
Qo‘qon shahar;Turkiston;2
Qo‘qon shahar;To‘laboy;2
Qo‘qon shahar;Katta Ganjiravon;2
Qo‘qon shahar;Toshkentli-guzar;2
Qo‘qon shahar;Mo‘yi-muborak;2
Qo‘qon shahar;Mingtut;2
Qo‘qon shahar;Oydinbuloq;2
Qo‘qon shahar;Ashirqulmergan;2
Quvasoy shahar;Bunyodkor;3
Quvasoy shahar;Polmon;3
Quvasoy shahar;Soy bo‘yi;3
Quvasoy shahar;Sufon;3
Quvasoy shahar;Cho‘lpon;3
Quvasoy shahar;Xamid Olimjon;3
Quvasoy shahar;Xuvaydo;3
Quvasoy shahar;Yuqori Mo‘yan;3
Quvasoy shahar;Yangi obod;3
Quvasoy shahar;Pastki Valik;3
Quvasoy shahar;Amir Temur;3
Quvasoy shahar;Hamdo‘stlik;3
Quvasoy shahar;Arsif;3
Quvasoy shahar;Alisher Navoiy;3
Quvasoy shahar;Bo‘ston;3
Quvasoy shahar;Namuna;3
Quvasoy shahar;Bog‘bon;3
Quvasoy shahar;Nayman;3
Quvasoy shahar;Mo‘yan;3
Quvasoy shahar;Mirzo Ulug‘bek;3
Quvasoy shahar;Qo‘chqorchi;3
Quvasoy shahar;Kokilon;3
Quvasoy shahar;Qalacha;3
Quvasoy shahar;Lashkar;3
Quvasoy shahar;Ziynat;3
Quvasoy shahar;Zebuniso;3
Quvasoy shahar;Yoshlik;3
Quvasoy shahar;Do‘stlik;3
Quvasoy shahar;Guliston;3
Quvasoy shahar;Isfayramsoy;3
Quvasoy shahar;Valik;3
Marg‘ilon shahar;Baxrin;4
Marg‘ilon shahar;Vatan;4
Marg‘ilon shahar;Do‘stlik;4
Marg‘ilon shahar;Ipakchi;4
Marg‘ilon shahar;Yo‘rmado‘z;4
Marg‘ilon shahar;Qashqar;4
Marg‘ilon shahar;Kosibchilik;4
Marg‘ilon shahar;Maorif;4
Marg‘ilon shahar;Miltiqsoz;4
Marg‘ilon shahar;Xo‘ja forso;4
Marg‘ilon shahar;Saxovat;4
Marg‘ilon shahar;Uvaysiy;4
Marg‘ilon shahar;A.Yassaviy;4
Marg‘ilon shahar;Guliston;4
Marg‘ilon shahar;Yovqochar;4
Marg‘ilon shahar;Zuxro;4
Marg‘ilon shahar;Ipak yo‘li;4
Marg‘ilon shahar;Qirguli;4
Marg‘ilon shahar;Nadirmat;4
Marg‘ilon shahar;Tog‘lik;4
Marg‘ilon shahar;Toshkesar;4
Marg‘ilon shahar;Tut tagi;4
Marg‘ilon shahar;Tuyagum;4
Marg‘ilon shahar;Yoyilma;4
Marg‘ilon shahar;Ariq bo‘yi;4
Marg‘ilon shahar;Z.M.Bobur;4
Marg‘ilon shahar;Galatoy;4
Marg‘ilon shahar;Istiqlol;4
Marg‘ilon shahar;Mustaqillik;4
Marg‘ilon shahar;Navro‘z;4
Marg‘ilon shahar;Navbaxor;4
Marg‘ilon shahar;Pichoqchi;4
Marg‘ilon shahar;Roxat;4
Marg‘ilon shahar;Terak tagi;4
Marg‘ilon shahar;Turon;4
Marg‘ilon shahar;Yangi obod;4
Marg‘ilon shahar;A.Navoiy;4
Marg‘ilon shahar;B.Marg‘iloniy;4
Marg‘ilon shahar;Go‘ravval;4
Marg‘ilon shahar;Yorqin;4
Marg‘ilon shahar;Mashad;4
Marg‘ilon shahar;Orol bo‘yi;4
Marg‘ilon shahar;Toshloq tepa;4
Marg‘ilon shahar;Charog‘on;4
Marg‘ilon shahar;O‘rda tagi;4
Marg‘ilon shahar;Chilonzor;4
Marg‘ilon shahar;Chor chinor;4
Marg‘ilon shahar;Yangi bog‘;4
Marg‘ilon shahar;Nurofshon;4
Marg‘ilon shahar;Yuksalish;4
Oltiariq tumani;Azimobod;5
Oltiariq tumani;Beglar;5
Oltiariq tumani;Beruniy;5
Oltiariq tumani;Birlashgan;5
Oltiariq tumani;Bozorboshi;5
Oltiariq tumani;Bug‘doychi;5
Oltiariq tumani;Bunyodkor;5
Oltiariq tumani;Bo‘ston;5
Oltiariq tumani;G‘ayrat;5
Oltiariq tumani;Gulobod;5
Oltiariq tumani;Do‘stlik;5
Oltiariq tumani;Yoshlik;5
Oltiariq tumani;Jarariq;5
Oltiariq tumani;Jarqo‘g‘on;5
Oltiariq tumani;Jonibek;5
Oltiariq tumani;Jo‘rak;5
Oltiariq tumani;Zarxal;5
Oltiariq tumani;Zilol;5
Oltiariq tumani;Zilxa;5
Oltiariq tumani;Ibn-Sino;5
Oltiariq tumani;Istiqlol;5
Oltiariq tumani;;5
Oltiariq tumani;Katput;5
Oltiariq tumani;Ko‘lbo‘yi;5
Oltiariq tumani;Ko‘mirchi;5
Oltiariq tumani;Qapchug‘ay;5
Oltiariq tumani;Qaxramon;5
Oltiariq tumani;Qiziltepa;5
Oltiariq tumani;Quvurboshi;5
Oltiariq tumani;Qo‘rg‘oncha;5
Oltiariq tumani;Maorif;5
Oltiariq tumani;Mirfozil;5
Oltiariq tumani;Muqimiy;5
Oltiariq tumani;Mustaqillik;5
Oltiariq tumani;Navbaxor;5
Oltiariq tumani;Navqiron;5
Oltiariq tumani;Navoiy;5
Oltiariq tumani;Obod;5
Oltiariq tumani;Oqbo‘yra;5
Oltiariq tumani;Oq-Oltin;5
Oltiariq tumani;Olmozor;5
Oltiariq tumani;Povulg‘on;5
Oltiariq tumani;Poloson;5
Oltiariq tumani;Sertut;5
Oltiariq tumani;Tegirmonboshi;5
Oltiariq tumani;Tinchlik;5
Oltiariq tumani;Tolko‘cha;5
Oltiariq tumani;Toshkent;5
Oltiariq tumani;Toshobod;5
Oltiariq tumani;Uzumchi;5
Oltiariq tumani;Usmonobod;5
Oltiariq tumani;Ustoz;5
Oltiariq tumani;Fayziobod;5
Oltiariq tumani;Farovon;5
Oltiariq tumani;X.Olimjon;5
Oltiariq tumani;Xo‘jaqo‘rg‘on;5
Oltiariq tumani;Chinortagi;5
Oltiariq tumani;Chordara;5
Oltiariq tumani;Bo‘rbonliq;5
Oltiariq tumani;Sharq;5
Oltiariq tumani;Shodiyona;5
Oltiariq tumani;Shodlik;5
Oltiariq tumani;Eskiarab;5
Oltiariq tumani;Yuksalish;5
Oltiariq tumani;Yangiarab;5
Oltiariq tumani;Yangiaraq;5
Oltiariq tumani;Yangiqo‘rg‘on;5
Oltiariq tumani;Yangiturmush;5
Oltiariq tumani;Yangixayot;5
Oltiariq tumani;Yangichek;5
Bog‘dod tumani;Na’muna;6
Bog‘dod tumani;Amirobod;6
Bog‘dod tumani;Chekmirzaobod;6
Bog‘dod tumani;Bog‘ishamol;6
Bog‘dod tumani;Qirqvolida;6
Bog‘dod tumani;Obod yurt;6
Bog‘dod tumani;Xo‘jaqishloq;6
Bog‘dod tumani;Qaroqchitol;6
Bog‘dod tumani;Qarovultepa;6
Bog‘dod tumani;Cho‘rindi;6
Bog‘dod tumani;Qo‘shchinor;6
Bog‘dod tumani;Qashqari;6
Bog‘dod tumani;Samandarak;6
Bog‘dod tumani;Muruvat;6
Bog‘dod tumani;Navro‘z;6
Bog‘dod tumani;Qorako‘l;6
Bog‘dod tumani;Qo‘g‘oli;6
Bog‘dod tumani;Irg‘oli;6
Bog‘dod tumani;Qahat;6
Bog‘dod tumani;Chuvalanchi;6
Bog‘dod tumani;Tuvadaq;6
Bog‘dod tumani;Xitoy;6
Bog‘dod tumani;Istiqlol;6
Bog‘dod tumani;Bedarak;6
Bog‘dod tumani;Do‘rmancha;6
Bog‘dod tumani;Muqumiy;6
Bog‘dod tumani;Do‘stlik;6
Bog‘dod tumani;O‘zbekiston;6
Bog‘dod tumani;Ittifoq;6
Bog‘dod tumani;Nurafshon;6
Bog‘dod tumani;Dasht;6
Bog‘dod tumani;Qo‘shtegirmon 1;6
Bog‘dod tumani;Cho‘lyunus;6
Bog‘dod tumani;Olchin;6
Bog‘dod tumani;Qo‘shtegirmon 2;6
Bog‘dod tumani;Ultarma;6
Bog‘dod tumani;Yuksalish;6
Bog‘dod tumani;Bordon;6
Bog‘dod tumani;Cheksaroy;6
Bog‘dod tumani;Matqulobod;6
Bog‘dod tumani;Karimbobo;6
Bog‘dod tumani;Oydinbuloq;6
Bog‘dod tumani;Sayidobod;6
Bog‘dod tumani;Samarqand;6
Bog‘dod tumani;Mehnatobod;6
Bog‘dod tumani;Bag‘dod;6
Bog‘dod tumani;Zafarobod;6
Bog‘dod tumani;Begobod;6
Bog‘dod tumani;Konizar;6
Bog‘dod tumani;Sho‘raqer;6
Bog‘dod tumani;Mirzaobod;6
Bog‘dod tumani;Yuqori;6
;Mirzaobod;6
Bog‘dod tumani;Maylavoy;6
Bog‘dod tumani;Guliston;6
Bog‘dod tumani;Yangiobod;6
Bog‘dod tumani;Chekxitoy;6
Buvayda tumani;Jiydali;7
Buvayda tumani;Qo‘rg‘oncha;7
Buvayda tumani;Yangiqishloq;7
Buvayda tumani;Jaloyer;7
Buvayda tumani;Yangiqo‘rg‘on;7
Buvayda tumani;Dodxo;7
Buvayda tumani;Ing‘irchoq;7
Buvayda tumani;Beglar;7
Buvayda tumani;Maslaxat;7
Buvayda tumani;Yashnarobod;7
Buvayda tumani;Qo‘ng‘irot;7
Buvayda tumani;Tuman;7
Buvayda tumani;O‘rta Qo‘ng‘irot;7
Buvayda tumani;Cho‘mbog‘ish;7
Buvayda tumani;Dehqonobod;7
Buvayda tumani;Tarrachi;7
Buvayda tumani;Sho`r;7
Buvayda tumani;Oyim qishloq;7
Buvayda tumani;Qoratepa;7
Buvayda tumani;Bachqir;7
Buvayda tumani;Begabod;7
Buvayda tumani;Pishag`ar;7
Buvayda tumani;Poshshopirim;7
Buvayda tumani;Hasanqo`rg`oncha;7
Buvayda tumani;Oltinqo‘rg`on;7
Buvayda tumani;Qoraqum;7
Buvayda tumani;Oqqo‘rg‘on;7
Buvayda tumani;Yuqori Mang‘it;7
Buvayda tumani;Jov;7
Buvayda tumani;Cho‘taka;7
Buvayda tumani;Nayman;7
Buvayda tumani;Tepalik;7
Buvayda tumani;Buvayda;7
Buvayda tumani;Elobod;7
Buvayda tumani;Buvimozor;7
Buvayda tumani;Tog`lik;7
Buvayda tumani;Ozod;7
Buvayda tumani;Qilovtepa;7
Buvayda tumani;Xo`jaobod;7
Buvayda tumani;Xakimto‘ra;7
Buvayda tumani;Urganji;7
Buvayda tumani;Qum;7
Buvayda tumani;Beshterak;7
Buvayda tumani;Shodlik;7
Buvayda tumani;Arab;7
Buvayda tumani;Turk;7
Buvayda tumani;Sho`r qishloq;7
Buvayda tumani;Yangi hayot;7
Buvayda tumani;Qo‘rg‘onobod;7
Buvayda tumani;Ponsod;7
Buvayda tumani;Oqtepa;7
Buvayda tumani;Yangiqadam;7
Buvayda tumani;Uzumzor;7
Beshariq tumani;Kapayangi;8
Beshariq tumani;Qiyali;8
Beshariq tumani;Qiyat-Sartol;8
Beshariq tumani;Ko‘rkam;8
Beshariq tumani;Koraqo‘yli;8
Beshariq tumani;Yangiqo‘rg‘on;8
Beshariq tumani;Kulalobod;8
Beshariq tumani;Quyi Tovul;8
Beshariq tumani;Qum;8
Beshariq tumani;Qo‘rg‘oncha;8
Beshariq tumani;Iftixor;8
Beshariq tumani;Ma’rifat;8
Beshariq tumani;Quyi Zarqaynar;8
Beshariq tumani;Do‘stlik;8
Beshariq tumani;Beshsari;8
Beshariq tumani;Dehqonobod;8
Beshariq tumani;Hamid Olimjon;8
Beshariq tumani;Gambay;8
Beshariq tumani;Vorux-Dasht;8
Beshariq tumani;Vatan;8
Beshariq tumani;Bo‘ston;8
Beshariq tumani;Buloqboshi;8
Beshariq tumani;Beshkapa;8
Beshariq tumani;Abduvay;8
Beshariq tumani;Abdurazzoq Ota;8
Beshariq tumani;Ariqboshi;8
Beshariq tumani;Dehqonto‘da;8
Beshariq tumani;Navbahor;8
Beshariq tumani;Shoberdi;8
Beshariq tumani;Namuna;8
Beshariq tumani;Yangi Xayot;8
Beshariq tumani;Yangi Rapqon;8
Beshariq tumani;Yangi;8
Beshariq tumani;Qashqar;8
Beshariq tumani;Yakkatut;8
Beshariq tumani;Yuqori Tovul;8
Beshariq tumani;Yuqori Zarqaynar;8
Beshariq tumani;Eshon;8
Beshariq tumani;Shodlikobod;8
Beshariq tumani;Baxmal;8
Beshariq tumani;Chorbog‘to‘rang‘i;8
Beshariq tumani;Andarxon;8
Beshariq tumani;Navkat;8
Beshariq tumani;Chimboy;8
Beshariq tumani;Fayziobod;8
Beshariq tumani;O‘ttizzombor;8
Beshariq tumani;Uzun;8
Beshariq tumani;Toshariq;8
Beshariq tumani;Telov;8
Beshariq tumani;Soylabi;8
Beshariq tumani;Sobirtepa;8
Beshariq tumani;Rapqon;8
Beshariq tumani;Pastki Yangiqo‘rg‘on;8
Beshariq tumani;Oltinko‘l;8
Beshariq tumani;Obod;8
Beshariq tumani;Nurafshon;8
Beshariq tumani;Xalqlar Do‘stligi;8
Quva tumani;Rasta;9
Quva tumani;Taxtakoʻprik;9
Quva tumani;Toshkent;9
Quva tumani;Gʻalaba;9
Quva tumani;Madaniyat;9
Quva tumani;Oʻzbekiston;9
Quva tumani;M.Xasanov;9
Quva tumani;Gulobod;9
Quva tumani;Goʻzal;9
Quva tumani;Iftixor;9
Quva tumani;Quva;9
Quva tumani;Toshhovuz;9
Quva tumani;Tinchlik;9
Quva tumani;Namuna;9
Quva tumani;Qaqir;9
Quva tumani;Turk;9
Quva tumani;Yangichek;9
Quva tumani;Tolmozor;9
Quva tumani;Yangi Hayot;9
Quva tumani;Guliston;9
Quva tumani;Katta Dehqonobod;9
Quva tumani;Kattaqishloq;9
Quva tumani;Jalayer;9
Quva tumani;Qashqar;9
Quva tumani;Mustaqillik;9
Quva tumani;Oʻraboshi;9
Quva tumani;Soykeldi;9
Quva tumani;Bahor;9
Quva tumani;Sanoatchilar;9
Quva tumani;Ittifoq;9
Quva tumani;Sultonobod;9
Quva tumani;Xonobod;9
Quva tumani;Baynalmilal;9
Quva tumani;Qalinpoʻstin;9
Quva tumani;Paxtakor;9
Quva tumani;Chilon;9
Quva tumani;Qayirma;9
Quva tumani;Nayman;9
Quva tumani;Sufi;9
Quva tumani;Akbarobod;9
Quva tumani;Damariq;9
Quva tumani;Kandabuloq;9
Quva tumani;Oltinariq;9
Quva tumani;Yuziya;9
Quva tumani;Soyguzar;9
Uchko‘prik tumani;Tinchlik;10
Uchko‘prik tumani;Uchko‘prik;10
Uchko‘prik tumani;Zig‘ir;10
Uchko‘prik tumani;Yangi bog‘;10
Uchko‘prik tumani;Yakkatut;10
Uchko‘prik tumani;Mergan;10
Uchko‘prik tumani;CHorbog‘;10
Uchko‘prik tumani;Begmurod;10
Uchko‘prik tumani;Mashad;10
Uchko‘prik tumani;Puchug‘oy;10
Uchko‘prik tumani;Sulton;10
Uchko‘prik tumani;Tepaqo‘rg‘on;10
Uchko‘prik tumani;Boboshbek;10
Uchko‘prik tumani;Istiqbol;10
Uchko‘prik tumani;Paloxon;10
Uchko‘prik tumani;Yulg‘unzor;10
Uchko‘prik tumani;Yangi yo‘l;10
